A03|半波全波整流与二极管路径|单管；桥式；电流方向；输出频率|单管阻断一半周期；桥式每半周由一对二极管导通，使负载电流保持同方向。全波输出脉动周期为输入的一半，仍不是恒定电压。|把负半波全部删除是半波，不是全波；桥式不能随意画四个箭头。|s22_41:5(a)(i)|整流是将交流转为直流，得B1。这里直流指单向，可以仍有大小起伏；不要把整流和稳压/平滑混为一谈。|Rectification converts alternating current into direct current.
A04|电容平滑与负载影响|并联电容；峰间放电；RC与纹波|电容跨接负载，在输入高时快速充电，输入降低且二极管截止时经负载放电。RC越大，相邻峰间下降越少；全波更频繁补充电荷。|电容不是串联到负载；不能把整周期当每次实际放电时间。|m24_42:4(c)(i)|在负载电阻两端并联一个正确电容符号并闭合连接，得B1。电容提供峰间能量，故应与负载共用同一输出电压。|The capacitor discharges through the load between input peaks, reducing the variation in output voltage.
Q01|光子能量动量与数量|E=hf；eV；p=E/c；功率除单光子能量|先把单个光子和一束光分开。每个能量hc/λ，光子数率=P/E，若给强度则先P=IA。光子有动量但不能用经典mv求。|频率增大时固定功率的光子数率反而减少。|m24_42:7(a)|用光子p=E/c（C1），p=3.11×10⁻¹⁹/(3.00×10⁸)=1.04×10⁻²⁷ N s（A1）。不是把光子静质量代入mv。|A photon is a quantum of electromagnetic energy and has momentum equal to its energy divided by c.
Q02|光电效应阈值与图像|功函数；阈频阈波长；最大动能；遏止电压；强度|先检验hf≥Φ，再用K_max=hf−Φ=eV_s。K-f斜率h、截距−Φ；V_s-f斜率h/e。频率定单个能量，固定频率下强度定光子数率。|低于阈频时增强光照不能释放电子；不要把图的斜率一律写h。|m24_42:7(c)(ii)|功函数2.26 eV先转为2.26×1.60×10⁻¹⁹ J（C1）；阈值满足Φ=hc/λ₀，得λ₀=5.50×10⁻⁷ m（A1）。这是仍能产生光电效应的最长波长。|An electron absorbs one photon. Emission occurs only if the photon energy is at least the work function energy.
Q03|波粒二象性的实验证据|光电效应；光干涉衍射；电子衍射|按“实验现象支持哪种性质”作答。光电效应支持光的粒子描述；干涉和衍射支持波描述；电子衍射说明物质粒子也有波性质。|不能说电子因此变成电磁波；也不是一次实验消灭另一种描述。|s22_42:8(a)(i)|题问电磁辐射粒子性证据，答案为光电效应，B1。若问电子波性则应答电子衍射，二者不可互换。|The photoelectric effect supports the particle nature of electromagnetic radiation; electron diffraction supports the wave nature of electrons.
Q04|德布罗意波长与衍射变化|λ=h/p；加速电压；环纹间距；宏观尺度|非相对论粒子先由qV=½mv²求p=√(2mqV)，再求λ=h/p。动量增大→波长减小→相同装置下衍射角或条纹间距减小。|只写“速度越大衍射越小”缺少动量和波长的中间链。|s22_42:8(b)(i)|λ=h/p（C1）；α粒子p=(4×1.66×10⁻²⁷)×6.2×10⁷≈4.1×10⁻¹⁹ N s（C1）；λ=1.6×10⁻¹⁵ m（A1）。|Increasing the accelerating voltage increases momentum, decreases the de Broglie wavelength and reduces the diffraction angle.
Q05|离散能级与线光谱|发射吸收；hf=能级差；负能级；多线组合|跃迁只用能级差的正大小作为光子能量。向低能级跃迁发射，向高能级跃迁吸收。负号表明束缚状态，不表示光子负能量。|多个跃迁的频率差/和须按能级图连线，不能随意加波长。|s23_42:8(a)|一次跃迁发射一个能量等于两能级差的光子（B1），其频率由光子能量确定（B1）。离散能级差使光谱出现特定谱线而非连续所有频率。|A transition emits a photon whose energy equals the difference between the two energy levels.
Q06|正负电子湮灭与守恒|反粒子；两光子；静能与动能；动量方向|静止或总动量为零的电子正电子对产生等能反向光子，每个至少m_ec²；有初动能时把总初能加上，再按对称性分配。|把2m_ec²全给每一个光子会多一倍；动能非零不能只算静能。|s25_41:8(d)(v)|每个粒子静能mc²（C1），每个光子能量hc/λ（C1）。本题两粒子等大反向动量，因此每光子能量=mc²+1.1×10⁻¹⁵ J，得λ=2.39×10⁻¹² m（A1）。|The photons travel in opposite directions to conserve momentum when the initial total momentum is zero.
Q07|辐射压力与光子动量通量|吸收P/c；反射2P/c；固定功率改变频率|从单光子动量变化乘每秒光子数得到力；再除面积求压强。完全吸收Δp=p，正入射完全反射Δp=2p。|固定功率提高频率时单光子动量增加，但数率下降，不能只看一项。|m24_42:7(b)(ii)|力为动量变化率（M1）。吸收能量E的光束动量E/c，时间E/P；F=(E/c)/(E/P)=P/c（A1）。这是吸收情境，反射需考虑返回方向。|The force equals the rate of change of photon momentum.
N01|质量亏损与结合能|定义；核子和核质量；u与J；每核子|质量亏损=自由核子质量总和−核质量，结合能=Δmc²；每核子结合能再除A。用原子质量还是核质量必须整套一致。|结合能是拆散所需能量，不是“核内储存可直接释放的总量”。|s24_42:9(b)(i)|自由核子质量为84×1.007276+128×1.008665 u，减核质量211.942749 u（C1）得到1.778 u；换kg（C1）得2.95×10⁻²⁷ kg（A1）。|Mass defect is the difference between the total mass of the separated constituent nucleons and the mass of the nucleus.
N02|结合能曲线与裂变聚变|峰约A56；稳定性；反应能；总结合能|曲线纵轴是每核子结合能，轻核快速上升、重核缓慢下降。反应趋向更高每核子结合能可放能；计算要先乘各产物/反应物A回到总结合能。|不能直接相减几个“每核子结合能”来算整次反应能。|m24_42:8(b)(ii)|先算产物总结合能减反应物总结合能（C1）：142×8.37+90×8.72−235×7.59=约190 MeV（A1）。自由中子的结合能为零。|Energy is released when the products have a greater total binding energy than the reactants.
N03|衰变随机自发与探测计数|random；spontaneous；计数涨落；活度与计数率|随机指不能预测某个核何时衰变，自发指不受外部环境影响。活度是源中真实每秒衰变数；探测器计数低可能因几何、吸收或效率。|“随机”不意味着宏观平均规律不能预测；别把涨落当仪器故障。|w24_42:10(a)(i)|不能预测一个特定原子核何时衰变，或不能预测下一个是哪一个核，任一表述得B1。常数概率和大量样本的指数律与随机并不矛盾。|It is not possible to predict when a particular nucleus will decay.
N04|活度指数律与半衰图像|A=λN；半衰期；ln图；双样本相等；子核增加|先用同一时间单位求λ=ln2/t_half，再决定未知量是剩余核数还是活度。稳定子核数=N₀−N。双样本比较可将两个指数相除取ln。|只在探测条件不变且扣除背景后，计数率才随同一指数变化。|m24_42:8(b)(iv)|6.0 s后剩1/32（C1），1/32=(1/2)⁵说明经过5个半衰期（C1），t_half=6.0/5=1.2 s（A1）。使用指数法也可以，但单位要一致。|The activity is proportional to the number of undecayed nuclei, so the activity decreases as the number of nuclei decreases.
N05|核反应守恒与粒子识别|A和Z；β⁺；中子富余；能量分配|核反应两边核子数A和电荷数Z分别守恒。β⁺的A=0、Z=+1；识别粒子后检查是否需要中微子承担能量动量。|原子序数变化不代表核子数必变；不要把电子质量数写1。|w23_42:9(a)(ii)|本题缺失粒子为β⁺或e⁺，其电荷数+1（B1）；质量数0，另一未知核子数为18（B1）。每一步都可由反应两边A、Z相等反推。|Nucleon number and charge are conserved in a nuclear reaction.
N06|反应能量反应次数与功率|单次Δmc²；mol倍数；消耗质量率；反冲修正|先算每次反应能量ε，再由P/ε求每秒反应次数；根据化学计量或核计量确定每次消耗多少核。直接P=质量亏损率×c²只对亏损质量而非全部燃料成立。|一mol反应物未必等于一mol反应；燃料质量与亏损质量不同。|s22_41:8(c)|反应质量差0.00351 u（C1）；用Δmc²（C1），转kg得单次5.24×10⁻¹³ J（C1）。每次消耗两个氘核，1 mol氘只发生0.5Nₐ次（C1），总能量1.58×10¹¹ J（A1）。|The number of reactions must be obtained from the number of reactant nuclei and the number consumed per reaction.
M01|X射线产生与最短波长|电子加速；靶减速；eV=hc/λ_min；耐热靶|电子经高电压获得动能，撞金属靶急减速发射X射线。最大光子能量只在一个电子全部动能转给单光子时取得，对应最短波长。|典型光子能量不一定等于eV；大量能量加热靶。|m24_42:9(a)(i)|以最大能量eV=hc/λ_min（C1）；V=84×10³ V，λ_min=(6.63×10⁻³⁴×3.00×10⁸)/(1.60×10⁻¹⁹×84×10³)=1.5×10⁻¹¹ m（A1）。|X-rays are emitted when accelerated electrons are decelerated on striking a metal target.
M02|指数衰减分层路径与对比度|I/I₀；ln求μ或厚度；多层乘积；吸收百分比|每层透射因子exp(−μx)相乘，即指数中的μx相加。对比度来自不同路径到达探测器的强度差异；吸收比例为1−透射比例。|μ为cm⁻¹时x用cm；衰减不能只算最显眼的一层。|m24_42:9(b)|I=I₀exp(−μx)（C1）。两层同厚x，0.13=exp(−3.0x)exp(−0.22x)（C1）；x=−ln0.13/3.22=0.63 cm（A1）。|Different tissues attenuate X-rays by different amounts, producing different transmitted intensities and image contrast.
M03|CT分层多角度重建|同层多角度；二维切片；多层三维|回答按空间层级组织：同一薄层多方向照射并重建2D截面，再沿轴改变层位置，最后将截面组合为3D。|只说“电脑把图片合起来”漏掉不同角度与分层。|w25_42:10(c)|扫描薄层（B1）；同层从多个角度采集（B1）；对所有层重复并将数据重建成三维结构（B1）。三步不是三次相同方向拍照。|Multiple images of each thin section are taken from different angles. The reconstructed sections are combined to form a three-dimensional image.
M04|超声压电换能与回波定位|发射接收；脉冲；时间定深度；强度定边界|交流电压使压电晶体振动发超声，回波使晶体变形产生电压。往返时间给d=ct/2；回波强度含反射率和传播衰减信息。|超声探测看反射波，X射线成像常看透射波；距离别漏/2。|s24_42:10(a)|回波时间给界面深度信息（B1）；回波强度给界面性质信息（B1）。深度是单程，但时间包括去和回。|The echo time gives the depth of the boundary, while the echo intensity gives information about the nature of the boundary.
M05|声阻抗反射透射与耦合剂|Z=ρc；反射系数；1−R；多界面；凝胶|先分别算两种介质Z，再求R_I=[(Z₂−Z₁)/(Z₂+Z₁)]²。声阻抗接近则反射少。真实深层回波还需考虑去回衰减及多个界面。|反射系数是强度比不是幅度比；透射并不等于最后收到的回波。|s24_42:10(b)(ii)|水Z=1.42×10⁶，玻璃Z=11.4×10⁶ kg m⁻² s⁻¹（C1）；代反射公式（C1），R_I=(11.4−1.42)²/(11.4+1.42)²=0.61（A1）。|Similar acoustic impedances give little reflection, allowing most of the ultrasound to be transmitted.
M06|PET示踪与图像形成|β⁺示踪剂；湮灭；探测时间；半衰期权衡|示踪剂被组织吸收后衰变发正电子，遇电子湮灭发反向γ光子；体外探测并处理到达时间，重建示踪剂浓度。半衰期须兼顾检查时长和照射。|PET不是直接探测正电子穿出身体；不能用任意β衰变替代β⁺。|w23_42:9(b)(ii)|处理一对光子的到达时间（B1），由此建立组织中示踪剂浓度图像（B1）。完整成像还要接上前问的湮灭来源。|The arrival times of the gamma photons are processed to build an image of tracer concentration in the tissue.
Z01|光度辐射通量与标准烛光|L与F；反平方距离；已知光度测距|L是源总功率，F是单位面积接收功率。球面对称传播给F=L/(4πd²)；标准烛光提供已知L，测F后反求距离。|F不是总光度；不能把望远镜面积代为4πd²。|m24_42:10(a)(ii)|F=L/(4πd²)（C1），代L=3.85×10²⁶ W、d=1.50×10¹¹ m，得1.36×10³ W m⁻²（A1）。距离加倍，F成为四分之一。|A standard candle has a known luminosity. Its distance can be found from its measured radiant flux intensity.
Z02|斯特藩定律与恒星半径|L=4πσr²T⁴；比值；联立温度|将总光度与恒星表面积和温度联系。已知L和T求r；比较两星时先用L比=(r比)²(T比)⁴，避免大数反复代入。|T需用K；半径开平方，温度开四次方根。|m24_42:10(a)(i)|写L=4πσr²T⁴（C1）。代L=3.85×10²⁶、σ=5.67×10⁻⁸、T=5780 K，r=6.96×10⁸ m（A1）。r是恒星半径而非到地球的距离。|For a black-body star, luminosity is proportional to surface area and to the fourth power of surface temperature.
Z03|维恩定律谱峰与偏差|λ_maxT常量；温度比；谱峰移动；红移温度偏低|先识别横轴是否为波长。表面温度越高，波长谱峰越短；由峰λ估T，再与光度求半径。远离红移使观测峰波长偏大，未经修正温度偏低。|谱线波长不等于连续谱峰波长；不要混淆λ图与f图。|m24_42:10(a)(iii)|较冷黑体的同类谱形峰移到更长波长（B1），峰强度降低（B1）。不仅移动峰的位置，还须按温度改变曲线高度。|The wavelength of maximum emission is inversely proportional to thermodynamic surface temperature.
Z04|谱线红移与退行速度|发射和吸收线；Δλ/λ；频率轴方向；系统偏差|先找同一谱线的实验室波长λ₀，算λ_obs−λ₀；近似v/c=Δλ/λ₀。波长变长对应频率降低，所以频率轴上的移动方向与波长轴相反。|分母用原波长，不用波长差或观测波长。|m24_42:10(b)(ii)|Δλ/λ₀=v/c（C1）；Δλ=(21400/300000)×656=46.8 nm，观测λ=656+46.8=703 nm（A1）。必须从位移加回原波长。|A receding source has an observed wavelength greater than the emitted wavelength.
Z05|哈勃关系与宇宙膨胀证据|v=H₀d；斜率；红移证据；大爆炸回推|已得退行速度后用哈勃关系求距离，或由v-d图斜率求H₀。解释链为遥远星系普遍红移→退行→宇宙尺度膨胀→过去更致密。|单颗星运动不独自证明宇宙膨胀；斜率单位s⁻¹。|s22_42:9(a)(i)|速度与距离成正比（M1），并说明速度是星系相对观察者的退行速度、距离是星系到观察者距离（A1）。关系是大尺度近似，不必适用于引力束缚的每颗近邻星。|The recession speed of a galaxy is proportional to its distance from the observer.
X01|综合题中的AS基础接口|弹簧增量；密度体积；电流漂移|遇到非A2专属小问也不能跳过。弹簧k=ΔF/Δx，密度ρ=M/V，电流I=nAqv。先分清总量、单位体积量和单粒子量，再接入A2模型。|有初始张力时不能把总张力除以新增伸长；m在不同题可能含义不同。|s23_41:2(b)(iii)|静止初张力mg=0.29×9.81 N，旋转张力3.2 N，所以Δ张力=3.2−mg（C1）。k=Δ张力/(10.8−8.5)≈0.15 N cm⁻¹（A1）；分母是新增伸长。|The spring constant is the change in force divided by the corresponding change in extension within the elastic limit.
